date,title,translated_title,file,link
08.11.2021,Kabine Toplantısı’nın Ardından Yaptıkları Konuşma,Speech After the Cabinet Meeting,PresSpeech92.txt,https://www.tccb.gov.tr/konusmalar/353/132383/kabine-toplantisi-nin-ardindan-yaptiklari-konusma
06.11.2021,Batman'da Gençlerle Buluşma Programı’nda Yaptıkları Konuşma,Their Speech at the Youth Meeting in Batman Program,PresSpeech93.txt,https://www.tccb.gov.tr/konusmalar/353/132370/batman-da-genclerle-bulusma-programi-nda-yaptiklari-konusma
06.11.2021,Ilısu Prof. Dr. Veysel Eroğlu Barajı ve HES Açılış Töreni’nde Yaptıkları Konuşma,Ilisu Prof. Dr. Speech at the Opening Ceremony of Veysel Eroğlu Dam and HEPP,PresSpeech94.txt,https://www.tccb.gov.tr/konusmalar/353/132362/ilisu-prof-dr-veysel-eroglu-baraji-ve-hes-acilis-toreni-nde-yaptiklari-konusma
05.11.2021,Yeşilay Danışmanlık Merkezleri Ortak Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Joint Opening Ceremony of the Green Crescent Counseling Centers,PresSpeech95.txt,https://www.tccb.gov.tr/konusmalar/353/132360/yesilay-danismanlik-merkezleri-ortak-acilis-toreni-nde-yaptiklari-konusma
05.11.2021,Ümraniye Millet Bahçesi Açılış Töreninde Yaptıkları Konuşma,Speech Delivered at the Opening Ceremony of Ümraniye National Garden,PresSpeech96.txt,https://www.tccb.gov.tr/konusmalar/353/132359/umraniye-millet-bahcesi-acilis-toreninde-yaptiklari-konusma
02.11.2021,Milli Deniz Topu Test Atışları Programı’nda Yaptıkları Konuşma,Speech at the National Sea Cannon Test Shooting Program,PresSpeech97.txt,https://www.tccb.gov.tr/konusmalar/353/133740/milli-deniz-topu-test-atislari-programi-nda-yaptiklari-konusma
29.10.2021,Atatürk Kültür Merkezi Açılış Töreni’nde Yaptıkları Konuşma,Speech Delivered at the Opening Ceremony of Atatürk Cultural Center,PresSpeech98.txt,https://www.tccb.gov.tr/konusmalar/353/132274/ataturk-kultur-merkezi-acilis-toreni-nde-yaptiklari-konusma
28.10.2021,Ankara AKM Millet Bahçesi Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Opening Ceremony of Ankara AKM National Garden,PresSpeech99.txt,https://www.tccb.gov.tr/konusmalar/353/132273/ankara-akm-millet-bahcesi-acilis-toreni-nde-yaptiklari-konusma
27.10.2021,İslam İşbirliği Teşkilatı 8. Gıda Güvenliği Konferansı’nda Yaptıkları Konuşma,Speech at the 8th Food Security Conference of the Organization of Islamic Cooperation,PresSpeech100.txt,https://www.tccb.gov.tr/konusmalar/353/132182/islam-isbirligi-teskilati-8-gida-guvenligi-konferansi-nda-yaptiklari-konusma
25.10.2021,Kabine Toplantısı’nın Ardından Yaptıkları Konuşma,Speech After the Cabinet Meeting,PresSpeech101.txt,https://www.tccb.gov.tr/konusmalar/353/131120/kabine-toplantisi-nin-ardindan-yaptiklari-konusma
23.10.2021,“Kadınlarla Büyük Türkiye Yolunda” Programında Yaptıkları Konuşma,"Speech Delivered on the Program ""On the Road to a Great Turkey with Women""",PresSpeech102.txt,https://www.tccb.gov.tr/konusmalar/353/131108/-kadinlarla-buyuk-turkiye-yolunda-programinda-yaptiklari-konusma
23.10.2021,"Eskişehir Millet Bahçesi, İl Halk Kütüphanesi ve Diğer Projelerin Toplu Açılış Töreni’nde Yaptıkları Konuşma","Speech Delivered at the Collective Opening Ceremony of Eskişehir Nation's Garden, Provincial Public Library and Other Projects",PresSpeech103.txt,https://www.tccb.gov.tr/konusmalar/353/131097/eskisehir-millet-bahcesi-il-halk-kutuphanesi-ve-diger-projelerin-toplu-acilis-toreni-nde-yaptiklari-konusma
23.10.2021,Haier Beyaz Eşya Fabrikası ve Eskişehir OSB'de 52 Yeni Fabrikanın Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Opening Ceremony of Haier White Goods Factory and 52 New Factories in Eskişehir OSB,PresSpeech104.txt,https://www.tccb.gov.tr/konusmalar/353/131096/haier-beyaz-esya-fabrikasi-ve-eskisehir-osb-de-52-yeni-fabrikanin-acilis-toreni-nde-yaptiklari-konusma
22.10.2021,4. Uluslararası Necmettin Erbakan ve Milli Görüş Sempozyumu’nda Yaptıkları Konuşma,Speech at the 4th International Necmettin Erbakan and National Vision Symposium,PresSpeech105.txt,https://www.tccb.gov.tr/konusmalar/353/131069/4-uluslararasi-necmettin-erbakan-ve-milli-gorus-sempozyumu-nda-yaptiklari-konusma
22.10.2021,Türk Konseyi Medya Forumu’nda Yaptığı Konuşma,Speech at the Turkic Council Media Forum,PresSpeech106.txt,https://www.tccb.gov.tr/konusmalar/353/131067/turk-konseyi-medya-forumu-nda-yaptigi-konusma
22.10.2021,Türkiye-Afrika Ekonomi ve İş Forumu’nda Yaptıkları Konuşma,Speech at the Turkey-Africa Economy and Business Forum,PresSpeech107.txt,https://www.tccb.gov.tr/konusmalar/353/131094/turkiye-afrika-ekonomi-ve-is-forumu-nda-yaptiklari-konusma
21.10.2021,Bölgesel Finans Konferansı’nda Yaptıkları Konuşma,Speech at the Regional Finance Conference,PresSpeech108.txt,https://www.tccb.gov.tr/konusmalar/353/131049/bolgesel-finans-konferansi-nda-yaptiklari-konusma
21.10.2021,Su Şûrası’nda Yaptıkları Konuşma,Their Speech at the Water Council,PresSpeech109.txt,https://www.tccb.gov.tr/konusmalar/353/131059/su-s-rasi-nda-yaptiklari-konusma
19.10.2021,TRT World Forum 2021 Katılımcılarına Hitapları,Addresses to TRT World Forum 2021 Participants,PresSpeech110.txt,https://www.tccb.gov.tr/konusmalar/353/131028/trt-world-forum-2021-katilimcilarina-hitaplari
18.10.2021,Türkiye-Angola İş Forumu’nda Yaptıkları Konuşma,Speech at the Turkey-Angola Business Forum,PresSpeech111.txt,https://www.tccb.gov.tr/konusmalar/353/130997/turkiye-angola-is-forumu-nda-yaptiklari-konusma
18.10.2021,Angola Meclisi’nde Yaptıkları Konuşma,Speech in the Angolan Parliament,PresSpeech112.txt,https://www.tccb.gov.tr/konusmalar/353/130996/angola-meclisi-nde-yaptiklari-konusma
15.10.2021,Yeniden Açılışının 70. Yılında İmam Hatip Okulları ve Türkiye'de Din Eğitimi Sempozyumu’nda Yaptıkları Konuşma,Speech at the Imam Hatip Schools and Religious Education in Turkey Symposium on the 70th Anniversary of Reopening,PresSpeech113.txt,https://www.tccb.gov.tr/konusmalar/353/130972/yeniden-acilisinin-70-yilinda-imam-hatip-okullari-ve-turkiye-de-din-egitimi-sempozyumu-nda-yaptiklari-konusma
12.10.2021,Afganistan Konulu G-20 Olağanüstü Liderler Zirvesi’nde Yaptıkları Konuşma,Speech at the G-20 Extraordinary Leaders' Summit on Afghanistan,PresSpeech114.txt,https://www.tccb.gov.tr/konusmalar/353/130892/afganistan-konulu-g-20-olaganustu-liderler-zirvesi-nde-yaptiklari-konusma
11.10.2021,Kabine Toplantısı’nın Ardından Yaptıkları Konuşma,Speech After the Cabinet Meeting,PresSpeech115.txt,https://www.tccb.gov.tr/konusmalar/353/130887/kabine-toplantisi-nin-ardindan-yaptiklari-konusma
11.10.2021,Mesleki Eğitimde 1000 Okul Projesi ve 50 Ar-Ge Merkezi’nin Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Opening Ceremony of 1000 Schools Project in Vocational Education and 50 R&D Centers,PresSpeech116.txt,https://www.tccb.gov.tr/konusmalar/353/130886/mesleki-egitimde-1000-okul-projesi-ve-50-ar-ge-merkezi-nin-acilis-toreni-nde-yaptiklari-konusma
10.10.2021,Gençlerle Buluşma Programı,Meeting with Young People,PresSpeech117.txt,https://www.tccb.gov.tr/konusmalar/353/130881/genclerle-bulusma-programi
09.10.2021,5. Uluslararası Adana Lezzet Festivali Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Opening Ceremony of the 5th International Adana Flavor Festival,PresSpeech118.txt,https://www.tccb.gov.tr/konusmalar/353/130860/5-uluslararasi-adana-lezzet-festivali-acilis-toreni-nde-yaptiklari-konusma
09.10.2021,Ceyhan Polipropilen Üretim Tesisi Temel Atma ve Adana’da Yapımı Tamamlanan Projelerin Toplu Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Ceyhan Polypropylene Production Facility Groundbreaking and the Opening Ceremony of the Completed Projects in Adana,PresSpeech119.txt,https://www.tccb.gov.tr/konusmalar/353/130859/ceyhan-polipropilen-uretim-tesisi-temel-atma-ve-adana-da-yapimi-tamamlanan-projelerin-toplu-acilis-toreni-nde-yaptiklari-konusma
09.10.2021,Çukurova Üniversitesi’nde Yapımı Tamamlanan Tesislerin Açılış Töreni’nde Yaptıkları Konuşma,Speech Delivered at the Opening Ceremony of the Completed Facilities at Çukurova University,PresSpeech120.txt,https://www.tccb.gov.tr/konusmalar/353/130879/cukurova-universitesi-nde-yapimi-tamamlanan-tesislerin-acilis-toreni-nde-yaptiklari-konusma
08.10.2021,12. Ulaştırma ve Haberleşme Şûrası’nda Yaptığı Konuşma,Speech at the 12th Transport and Communication Council,PresSpeech121.txt,https://www.tccb.gov.tr/konusmalar/353/130821/12-ulastirma-ve-haberlesme-s-rasi-nda-yaptigi-konusma
05.10.2021,2021-2022 Yükseköğretim Akademik Yıl Açılış Töreni’nde Yaptıkları Konuşma,Speech at the 2021-2022 Higher Education Academic Year Opening Ceremony,PresSpeech122.txt,https://www.tccb.gov.tr/konusmalar/353/130788/2021-2022-yuksekogretim-akademik-yil-acilis-toreni-nde-yaptiklari-konusma
01.10.2021,TBMM 27. Dönem 5. Yasama Yılı Açılış Konuşmaları,Opening Speeches of the 27th Term 5th Legislative Year of the Grand National Assembly of Turkey,PresSpeech123.txt,https://www.tccb.gov.tr/konusmalar/353/130791/tbmm-27-donem-5-yasama-yili-acilis-konusmalari
28.09.2021,Küresel Covid-19 Zirvesi’nde Yaptıkları Konuşma,Speech at the Global Covid-19 Summit,PresSpeech124.txt,https://www.tccb.gov.tr/konusmalar/353/130724/kuresel-covid-19-zirvesi-nde-yaptiklari-konusma
27.09.2021,Kabine Toplantısı’nın Ardından Yaptıkları Konuşma,Speech After the Cabinet Meeting,PresSpeech125.txt,https://www.tccb.gov.tr/konusmalar/353/130721/kabine-toplantisi-nin-ardindan-yaptiklari-konusma
27.09.2021,24. Dönem Adli Yargı Hâkim ve Cumhuriyet Savcıları Kura Töreni’nde Yaptıkları Konuşma,Speeches of 24th Term Judicial Judiciary Judges and Public Prosecutors at the Drawing Ceremony,PresSpeech126.txt,https://www.tccb.gov.tr/konusmalar/353/130716/24-donem-adli-yargi-h-kim-ve-cumhuriyet-savcilari-kura-toreni-nde-yaptiklari-konusma
25.09.2021,Darülaceze Yurt ve Kültürel Tesis Açılışı ve Darülaceze Sosyal Hizmet Şehri Tanıtım Töreni Programı’nda Yapıkları Konuşma,Speech at the Hospice Dormitory and Cultural Facility Opening and Hospice Social Service City Promotion Ceremony Program,PresSpeech127.txt,https://www.tccb.gov.tr/konusmalar/353/130702/darulaceze-yurt-ve-kulturel-tesis-acilisi-ve-darulaceze-sosyal-hizmet-sehri-tanitim-toreni-programi-nda-yapiklari-konusma
25.09.2021,Teknofest 2021'de Yaptıkları Konuşma,Their Speech at Teknofest 2021,PresSpeech128.txt,https://www.tccb.gov.tr/konusmalar/353/130701/teknofest-2021-de-yaptiklari-konusma
23.09.2021,BM Gıda Sistemleri Zirvesi’nde Yaptıkları Konuşma,Speech at the UN Food Systems Summit,PresSpeech129.txt,https://www.tccb.gov.tr/konusmalar/353/130703/bm-gida-sistemleri-zirvesi-nde-yaptiklari-konusma
21.09.2021,BM 76. Genel Kurulu’nda Yaptıkları Konuşma,Speech at the 76th UN General Assembly,PresSpeech130.txt,https://www.tccb.gov.tr/konusmalar/353/130649/bm-76-genel-kurulu-nda-yaptiklari-konusma
21.09.2021,New York’ta 11. Türkiye Yatırım Konferansı’nda Yaptıkları Konuşma,Speech at the 11th Turkey Investment Conference in New York,PresSpeech131.txt,https://www.tccb.gov.tr/konusmalar/353/130614/new-york-ta-11-turkiye-yatirim-konferansi-nda-yaptiklari-konusma
20.09.2021,TÜRKEN Heyeti’ni Kabulünde Yaptığı Konuşma,His Speech at the Acceptance of the TÜRKEN Delegation,PresSpeech132.txt,https://www.tccb.gov.tr/konusmalar/353/130613/turken-heyeti-ni-kabulunde-yaptigi-konusma
20.09.2021,ABD'de Türk Toplumu’na Hitapları,Addresses to the Turkish Community in the USA,PresSpeech133.txt,https://www.tccb.gov.tr/konusmalar/353/130575/abd-de-turk-toplumu-na-hitaplari
20.09.2021,New York Türkevi’nin Açılışında Yaptıkları Konuşma,Speech Delivered at the Opening of the New York Turkish House,PresSpeech134.txt,https://www.tccb.gov.tr/konusmalar/353/130607/new-york-turkevi-nin-acilisinda-yaptiklari-konusma
17.09.2021,Mersin Toplu Açılış Töreni’nde Yaptıkları Konuşma,Speech Delivered at the Mersin Mass Opening Ceremony,PresSpeech135.txt,https://www.tccb.gov.tr/konusmalar/353/130612/mersin-toplu-acilis-toreni-nde-yaptiklari-konusma
16.09.2021,2021 UNESCO Ahi Evran Anma Yılı “Ahi Evran İzinde Esnaf Buluşması” Programı’nda Yaptıkları Konuşma,"Speech at the 2021 UNESCO Ahi Evran Commemoration Year ""Artsmen's Meeting in the Footsteps of Ahi Evran"" Program",PresSpeech136.txt,https://www.tccb.gov.tr/konusmalar/353/130526/2021-unesco-ahi-evran-anma-yili-ahi-evran-izinde-esnaf-bulusmasi-programi-nda-yaptiklari-konusma
15.09.2021,6. Anadolu Medya Ödülleri Töreni’nde Yaptıkları Konuşma,Speech at the 6th Anadolu Media Awards Ceremony,PresSpeech137.txt,https://www.tccb.gov.tr/konusmalar/353/130512/6-anadolu-medya-odulleri-toreni-nde-yaptiklari-konusma
14.09.2021,İşçilerle Buluşma Programı’nda Yaptıkları Konuşma,Their Speech at the Workers Meeting Program,PresSpeech138.txt,https://www.tccb.gov.tr/konusmalar/353/130492/iscilerle-bulusma-programi-nda-yaptiklari-konusma
13.09.2021,Sakarya Zaferi'nin 100. Yılı Kutlama Programı’nda Yaptıkları Konuşma,Speech at the 100th Anniversary Celebration Program of Sakarya Victory,PresSpeech139.txt,https://www.tccb.gov.tr/konusmalar/353/130478/sakarya-zaferi-nin-100-yili-kutlama-programi-nda-yaptiklari-konusma
13.09.2021,Şişecam Polatlı Fabrikası Yeni Üretim Hattı Açılış Töreni’nde Yaptıkları Konuşma,Speech at Şişecam Polatlı Factory New Production Line Opening Ceremony,PresSpeech140.txt,https://www.tccb.gov.tr/konusmalar/353/130482/sisecam-polatli-fabrikasi-yeni-uretim-hatti-acilis-toreni-nde-yaptiklari-konusma
11.09.2021,MÜSİAD 26. Olağan Genel Kurulu’nda Yaptıkları Konuşma,Speech at the 26th Ordinary General Assembly of MUSIAD,PresSpeech141.txt,https://www.tccb.gov.tr/konusmalar/353/130468/musiad-26-olagan-genel-kurulu-nda-yaptiklari-konusma
10.09.2021,Gençlerle Şiir Gecesi’nde Yaptıkları Konuşma,Speech with Young People at Poetry Night,PresSpeech142.txt,https://www.tccb.gov.tr/konusmalar/353/130473/genclerle-siir-gecesi-nde-yaptiklari-konusma
09.09.2021,Adalar Denizi Sempozyumu’nda Yaptıkları Konuşma,Speech at the Sea of ​​Islands Symposium,PresSpeech143.txt,https://www.tccb.gov.tr/konusmalar/353/130447/adalar-denizi-sempozyumu-nda-yaptiklari-konusma
06.09.2021,2021-2022 Eğitim Öğretim Yılı Açılış Programı’nda Yaptığı Konuşma,Speech at the 2021-2022 Academic Year Opening Program,PresSpeech144.txt,https://www.tccb.gov.tr/konusmalar/353/130388/2021-2022-egitim-ogretim-yili-acilis-programi-nda-yaptigi-konusma
06.09.2021,Kabine Toplantısı’nın Ardından Yaptıkları Konuşma,Speech After the Cabinet Meeting,PresSpeech145.txt,https://www.tccb.gov.tr/konusmalar/353/130387/kabine-toplantisi-nin-ardindan-yaptiklari-konusma
04.09.2021,Salarha Tüneli Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Salarha Tunnel Opening Ceremony,PresSpeech146.txt,https://www.tccb.gov.tr/konusmalar/353/130394/salarha-tuneli-acilis-toreni-nde-yaptiklari-konusma
04.09.2021,Recep Tayyip Erdoğan Üniversitesi Diş Hekimliği Fakültesi Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Opening Ceremony of Recep Tayyip Erdogan University Faculty of Dentistry,PresSpeech147.txt,https://www.tccb.gov.tr/konusmalar/353/130389/recep-tayyip-erdogan-universitesi-dis-hekimligi-fakultesi-acilis-toreni-nde-yaptiklari-konusma
03.09.2021,2021 Yılı Öğretmen Atama Töreni’nde Yaptıkları Konuşma,Speech Delivered at the 2021 Teacher Appointment Ceremony,PresSpeech148.txt,https://www.tccb.gov.tr/konusmalar/353/130410/2021-yili-ogretmen-atama-toreni-nde-yaptiklari-konusma
03.09.2021,İyidere-İkizdere Yolu ve Tünelleri Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Iyidere-Ikizdere Road and Tunnels Opening Ceremony,PresSpeech149.txt,https://www.tccb.gov.tr/konusmalar/353/130409/iyidere-ikizdere-yolu-ve-tunelleri-acilis-toreni-nde-yaptiklari-konusma
01.09.2021,Yargıtay Yeni Hizmet Binası ve 2021-2022 Adli Yıl Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Supreme Court of Appeals New Service Building and the 2021-2022 Judicial Year Opening Ceremony,PresSpeech150.txt,https://www.tccb.gov.tr/konusmalar/353/130414/yargitay-yeni-hizmet-binasi-ve-2021-2022-adli-yil-acilis-toreni-nde-yaptiklari-konusma
01.09.2021,Jandarma ve Sahil Güvenlik Akademisi Mezuniyet Töreni’nde Yaptığı Konuşma,Speech at the Graduation Ceremony of the Gendarmerie and Coast Guard Academy,PresSpeech151.txt,https://www.tccb.gov.tr/konusmalar/353/130412/jandarma-ve-sahil-guvenlik-akademisi-mezuniyet-toreni-nde-yaptigi-konusma
01.09.2021,Yeni Pazar Başkonsolosluğu Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Opening Ceremony of the New Market Consulate General,PresSpeech152.txt,https://www.tccb.gov.tr/konusmalar/353/130430/yeni-pazar-baskonsoloslugu-acilis-toreni-nde-yaptiklari-konusma
31.08.2021,Milli Savunma Üniversitesi Deniz ve Hava Harp Okulu Diploma ve Sancak Devir Teslim Töreni’nde Yaptıkları Konuşma,Speech at the National Defense University Naval and Air Force Academy Diploma and Starboard Handover Ceremony,PresSpeech153.txt,https://www.tccb.gov.tr/konusmalar/353/130366/milli-savunma-universitesi-deniz-ve-hava-harp-okulu-diploma-ve-sancak-devir-teslim-toreni-nde-yaptiklari-konusma
30.08.2021,Milli Savunma Üniversitesi Kara Harp Okulu Diploma ve Sancak Devir Teslim Töreni’nde Yaptıkları Konuşma,Speech at the National Defense University Military Academy Diploma and Banner Handover Ceremony,PresSpeech154.txt,https://www.tccb.gov.tr/konusmalar/353/130365/milli-savunma-universitesi-kara-harp-okulu-diploma-ve-sancak-devir-teslim-toreni-nde-yaptiklari-konusma
30.08.2021,Milli Savunma Bakanlığı Ay Yıldız Projesi Temel Atma Töreni’nde Yaptıkları Konuşma,Speech at the Groundbreaking Ceremony of the Crescent and Yildiz Project of the Ministry of National Defense,PresSpeech155.txt,https://www.tccb.gov.tr/konusmalar/353/130361/milli-savunma-bakanligi-ay-yildiz-projesi-temel-atma-toreni-nde-yaptiklari-konusma
29.08.2021,Baykar Akıncı Taarruzi İnsansız Hava Aracı (TİHA) Teslimat ve Kurs Bitirme Töreni’nde Yaptıkları Konuşma,Speech by Baykar Akıncı at the Assault Unmanned Aerial Vehicle (TİHA) Delivery and Course Completion Ceremony,PresSpeech156.txt,https://www.tccb.gov.tr/konusmalar/353/130352/baykar-akinci-taarruzi-insansiz-hava-araci-tiha-teslimat-ve-kurs-bitirme-toreni-nde-yaptiklari-konusma
27.08.2021,Bosna Hersek'te Başçarşı Camii Açılışında Yaptıkları Konuşma,Speech at the Opening of Bascarsija Mosque in Bosnia and Herzegovina,PresSpeech157.txt,https://www.tccb.gov.tr/konusmalar/353/130351/bosna-hersek-te-bascarsi-camii-acilisinda-yaptiklari-konusma
26.08.2021,Malazgirt Zaferi'nin 950. Yıl Dönümü Programı’nda Yaptıkları Konuşma,Speech at the 950th Anniversary of the Manzikert Victory,PresSpeech158.txt,https://www.tccb.gov.tr/konusmalar/353/130179/malazgirt-zaferi-nin-950-yil-donumu-programi-nda-yaptiklari-konusma
25.08.2021,Malazgirt Zaferi’nin 950. Yılı Töreni’nde Yaptıkları Konuşma,Speech at the 950th Anniversary of the Manzikert Victory,PresSpeech159.txt,https://www.tccb.gov.tr/konusmalar/353/130141/malazgirt-zaferi-nin-950-yili-toreni-nde-yaptiklari-konusma
